TIME;ID;MAP NUMBER;ITERATION;DESCRIPTION;TIME ARRAY;SEQUENCE ARRAY;COST;VALID;COMPLETE
2017-09-27T18:49:27.290311;;;;Sequence table clicked! Item is Duration for (row,col) (1,1);;;;;
2017-09-27T18:49:28.892635;6;;4;Submit Clicked;7,14;r,e;;;
2017-09-27T18:49:29.708155;6;;4;Submit Clicked;7,14;r,e;;;
2017-09-27T18:49:29.708430;6;;4;Run Clicked;7,14;r,e;;;
2017-09-27T18:49:29.736248;6;4;5;Sequence Generated;7,14;Rendezvous->Flock East;100000;INVALID;INCOMPLETE
2017-09-27T18:49:36.514275;;;;Sequence table clicked! Item is Duration for (row,col) (0,1);;;;;
2017-09-27T18:49:38.221812;6;;5;Submit Clicked;1,8;r,e;;;
2017-09-27T18:49:38.940081;6;;5;Submit Clicked;1,8;r,e;;;
2017-09-27T18:49:38.940458;6;;5;Run Clicked;1,8;r,e;;;
2017-09-27T18:49:38.952018;6;4;6;Sequence Generated;1,8;Rendezvous->Flock East;100000;INVALID;INCOMPLETE
2017-09-27T18:49:44.962286;;;;Sequence table clicked! Item is Duration for (row,col) (0,1);;;;;
2017-09-27T18:49:46.741718;6;;6;Submit Clicked;3,10;r,e;;;
2017-09-27T18:49:47.579912;6;;6;Submit Clicked;3,10;r,e;;;
2017-09-27T18:49:47.580170;6;;6;Run Clicked;3,10;r,e;;;
2017-09-27T18:49:47.591194;6;4;7;Sequence Generated;3,10;Rendezvous->Flock East;100000;INVALID;INCOMPLETE
2017-09-27T18:49:51.826324;;;;Sequence table clicked! Item is Duration for (row,col) (0,1);;;;;
2017-09-27T18:49:53.427835;6;;7;Submit Clicked;2,9;r,e;;;
2017-09-27T18:49:54.260045;6;;7;Submit Clicked;2,9;r,e;;;
2017-09-27T18:49:54.260336;6;;7;Run Clicked;2,9;r,e;;;
2017-09-27T18:49:54.279798;6;4;8;Sequence Generated;2,9;Rendezvous->Flock East;100000;INVALID;INCOMPLETE
2017-09-27T18:49:57.794100;;;;Sequence table clicked! Item is Duration for (row,col) (0,1);;;;;
2017-09-27T18:49:58.778294;;;;Sequence table clicked! Item is Rendezvous;;;;;
2017-09-27T18:49:59.883055;;;;Delete button clicked! Item is Rendezvous;;;;;
2017-09-27T18:50:01.515204;;;;Delete button clicked! Item is Flock East;;;;;
2017-09-27T18:50:02.762119;;;;Sequence table clicked! Item is Duration for (row,col) (0,1);;;;;
2017-09-27T18:50:04.754329;;;;Behavior table clicked! Item is Flock North;;;;;
2017-09-27T18:50:06.523446;;;;Add button clicked! Item is Flock North;;;;;
2017-09-27T18:50:10.114367;;;;Sequence table clicked! Item is Duration for (row,col) (1,1);;;;;
2017-09-27T18:50:11.178131;;;;Behavior table clicked! Item is Flock West;;;;;
2017-09-27T18:50:11.971347;;;;Add button clicked! Item is Flock West;;;;;
2017-09-27T18:50:12.780393;6;;8;Submit Clicked;2,9;n,w;;;
2017-09-27T18:50:13.596154;6;;8;Submit Clicked;2,9;n,w;;;
2017-09-27T18:50:13.596476;6;;8;Run Clicked;2,9;n,w;;;
2017-09-27T18:50:13.639823;6;4;9;Sequence Generated;2,9;Flock North->Flock West;190.81395;VALID;INCOMPLETE
2017-09-27T18:50:17.114344;;;;Sequence table clicked! Item is Flock West;;;;;
2017-09-27T18:50:18.602943;;;;Delete button clicked! Item is Flock West;;;;;
2017-09-27T18:50:19.458372;;;;Behavior table clicked! Item is Flock East;;;;;
2017-09-27T18:50:20.091113;;;;Add button clicked! Item is Flock East;;;;;
2017-09-27T18:50:22.211792;6;;9;Submit Clicked;2,9;n,e;;;
2017-09-27T18:50:23.260452;6;;9;Submit Clicked;2,9;n,e;;;
2017-09-27T18:50:23.260805;6;;9;Run Clicked;2,9;n,e;;;
2017-09-27T18:50:23.271207;6;4;10;Sequence Generated;2,9;Flock North->Flock East;100000;INVALID;INCOMPLETE
2017-09-27T18:50:26.682188;;;;Sequence table clicked! Item is Flock East;;;;;
2017-09-27T18:50:27.627040;;;;Delete button clicked! Item is Flock East;;;;;
2017-09-27T18:50:29.353939;;;;Behavior table clicked! Item is Flocking;;;;;
2017-09-27T18:50:31.211131;;;;Add button clicked! Item is Flocking;;;;;
2017-09-27T18:50:31.642152;;;;Sequence table clicked! Item is Duration for (row,col) (1,1);;;;;
2017-09-27T18:50:33.522421;;;;Behavior table clicked! Item is Flock East;;;;;
2017-09-27T18:50:35.531189;;;;Add button clicked! Item is Flock East;;;;;
2017-09-27T18:50:36.002263;;;;Sequence table clicked! Item is Duration for (row,col) (2,1);;;;;
2017-09-27T18:50:37.790295;6;;10;Submit Clicked;2,4,11;n,i,e;;;
2017-09-27T18:50:38.556457;6;;10;Submit Clicked;2,4,11;n,i,e;;;
2017-09-27T18:50:38.556820;6;;10;Run Clicked;2,4,11;n,i,e;;;
2017-09-27T18:50:38.600163;6;4;11;Sequence Generated;2,4,11;Flock North->Flocking->Flock East;100000;INVALID;INCOMPLETE
2017-09-27T18:50:46.370401;;;;Sequence table clicked! Item is Duration for (row,col) (1,1);;;;;
2017-09-27T18:50:50.530424;;;;Sequence table clicked! Item is Duration for (row,col) (2,1);;;;;
2017-09-27T18:50:53.362518;;;;Behavior table clicked! Item is Rendezvous;;;;;
2017-09-27T18:50:54.051134;;;;Add button clicked! Item is Rendezvous;;;;;
2017-09-27T18:50:54.514409;;;;Sequence table clicked! Item is Duration for (row,col) (3,1);;;;;
2017-09-27T18:50:55.918658;6;;11;Submit Clicked;2,6,11,12;n,i,e,r;;;
2017-09-27T18:50:56.588466;6;;11;Submit Clicked;2,6,11,12;n,i,e,r;;;
2017-09-27T18:50:56.588740;6;;11;Run Clicked;2,6,11,12;n,i,e,r;;;
2017-09-27T18:50:56.615368;6;4;12;Sequence Generated;2,6,11,12;Flock North->Flocking->Flock East->Rendezvous;100000;INVALID;INCOMPLETE
2017-09-27T18:51:02.410115;;;;Sequence table clicked! Item is Duration for (row,col) (1,1);;;;;
2017-09-27T18:51:04.338369;;;;Sequence table clicked! Item is Duration for (row,col) (2,1);;;;;
2017-09-27T18:51:05.940534;6;;12;Submit Clicked;2,7,11,12;n,i,e,r;;;
2017-09-27T18:51:06.908760;6;;12;Submit Clicked;2,7,11,12;n,i,e,r;;;
2017-09-27T18:51:06.909079;6;;12;Run Clicked;2,7,11,12;n,i,e,r;;;
2017-09-27T18:51:06.952631;6;4;13;Sequence Generated;2,7,11,12;Flock North->Flocking->Flock East->Rendezvous;100000;INVALID;INCOMPLETE
2017-09-27T18:51:14.530423;;;;Sequence table clicked! Item is Duration for (row,col) (0,1);;;;;
2017-09-27T18:51:16.284731;6;;13;Submit Clicked;1,6,10,11;n,i,e,r;;;
2017-09-27T18:51:17.036475;6;;13;Submit Clicked;1,6,10,11;n,i,e,r;;;
2017-09-27T18:51:17.036735;6;;13;Run Clicked;1,6,10,11;n,i,e,r;;;
2017-09-27T18:51:17.064605;6;4;14;Sequence Generated;1,6,10,11;Flock North->Flocking->Flock East->Rendezvous;100000;INVALID;COMPLETE
2017-09-27T18:51:21.810463;;;;Sequence table clicked! Item is Duration for (row,col) (0,1);;;;;
2017-09-27T18:51:23.572690;6;;14;Submit Clicked;2,7,11,12;n,i,e,r;;;
2017-09-27T18:51:24.252947;6;;14;Submit Clicked;2,7,11,12;n,i,e,r;;;
2017-09-27T18:51:24.253289;6;;14;Run Clicked;2,7,11,12;n,i,e,r;;;
2017-09-27T18:51:24.296201;6;4;15;Sequence Generated;2,7,11,12;Flock North->Flocking->Flock East->Rendezvous;100000;INVALID;INCOMPLETE
2017-09-27T18:51:31.914175;;;;Sequence table clicked! Item is Duration for (row,col) (1,1);;;;;
2017-09-27T18:51:33.970526;;;;Sequence table clicked! Item is Duration for (row,col) (2,1);;;;;
2017-09-27T18:51:35.886321;6;;15;Submit Clicked;2,8,13,14;n,i,e,r;;;
2017-09-27T18:51:36.708635;6;;15;Submit Clicked;2,8,13,14;n,i,e,r;;;
2017-09-27T18:51:36.709089;6;;15;Run Clicked;2,8,13,14;n,i,e,r;;;
2017-09-27T18:51:36.744976;6;4;16;Sequence Generated;2,8,13,14;Flock North->Flocking->Flock East->Rendezvous;100000;INVALID;INCOMPLETE
2017-09-27T18:51:42.050461;;;;Sequence table clicked! Item is Duration for (row,col) (2,1);;;;;
2017-09-27T18:51:47.930511;;;;Sequence table clicked! Item is Flock East;;;;;
2017-09-27T18:51:50.179434;;;;Delete button clicked! Item is Flock East;;;;;
2017-09-27T18:51:51.603284;;;;Delete button clicked! Item is Rendezvous;;;;;
2017-09-27T18:51:52.754396;;;;Behavior table clicked! Item is Flock South;;;;;
2017-09-27T18:51:54.139647;;;;Add button clicked! Item is Flock South;;;;;
2017-09-27T18:51:55.458249;;;;Behavior table clicked! Item is Flock East;;;;;
2017-09-27T18:51:56.459173;;;;Add button clicked! Item is Flock East;;;;;
2017-09-27T18:51:57.658507;;;;Behavior table clicked! Item is Rendezvous;;;;;
2017-09-27T18:51:58.451406;;;;Add button clicked! Item is Rendezvous;;;;;
2017-09-27T18:51:59.066331;;;;Sequence table clicked! Item is Duration for (row,col) (4,1);;;;;
2017-09-27T18:52:00.618302;;;;Sequence table clicked! Item is Duration for (row,col) (2,1);;;;;
2017-09-27T18:52:03.410540;;;;Sequence table clicked! Item is Duration for (row,col) (3,1);;;;;
2017-09-27T18:52:05.400127;6;;16;Submit Clicked;2,8,9,12,13;n,i,s,e,r;;;
2017-09-27T18:52:06.188869;6;;16;Submit Clicked;2,8,9,12,13;n,i,s,e,r;;;
2017-09-27T18:52:06.189159;6;;16;Run Clicked;2,8,9,12,13;n,i,s,e,r;;;
2017-09-27T18:52:06.216151;6;4;17;Sequence Generated;2,8,9,12,13;Flock North->Flocking->Flock South->Flock East->Rendezvous;100000;INVALID;COMPLETE
2017-09-27T18:52:15.386255;;;;Sequence table clicked! Item is Duration for (row,col) (1,1);;;;;
2017-09-27T18:52:22.265813;6;;17;Submit Clicked;2,6,7,10,11;n,i,s,e,r;;;
2017-09-27T18:52:23.069038;6;;17;Submit Clicked;2,6,7,10,11;n,i,s,e,r;;;
2017-09-27T18:52:23.069377;6;;17;Run Clicked;2,6,7,10,11;n,i,s,e,r;;;
2017-09-27T18:52:23.112701;6;4;18;Sequence Generated;2,6,7,10,11;Flock North->Flocking->Flock South->Flock East->Rendezvous;100000;INVALID;INCOMPLETE
2017-09-27T18:52:24.457766;6;;;Next Clicked;;;;;
2017-09-27T18:52:32.866538;;;;Behavior table clicked! Item is Flock North;;;;;
2017-09-27T18:52:34.802571;;;;Behavior table clicked! Item is Flock East;;;;;
2017-09-27T18:52:35.546285;;;;Behavior table clicked! Item is Flock West;;;;;
2017-09-27T18:52:37.411276;;;;Add button clicked! Item is Flock West;;;;;
2017-09-27T18:52:38.106360;;;;Sequence table clicked! Item is Duration for (row,col) (0,1);;;;;
2017-09-27T18:52:41.746302;;;;Sequence table clicked! Item is Duration for (row,col) (0,1);;;;;
2017-09-27T18:52:44.698599;;;;Behavior table clicked! Item is Flock North;;;;;
2017-09-27T18:52:45.323162;;;;Add button clicked! Item is Flock North;;;;;
2017-09-27T18:52:45.738501;;;;Sequence table clicked! Item is Duration for (row,col) (1,1);;;;;
2017-09-27T18:52:47.850386;;;;Behavior table clicked! Item is Flock West;;;;;
2017-09-27T18:52:47.986395;;;;Behavior table clicked! Item is Flock West;;;;;
2017-09-27T18:52:48.747279;;;;Add button clicked! Item is Flock West;;;;;
2017-09-27T18:52:49.498539;;;;Sequence table clicked! Item is Duration for (row,col) (2,1);;;;;
2017-09-27T18:52:51.184062;6;;0;Submit Clicked;10,17,24;w,n,w;;;
2017-09-27T18:52:51.932694;6;;0;Submit Clicked;10,17,24;w,n,w;;;
2017-09-27T18:52:51.933059;6;;0;Run Clicked;10,17,24;w,n,w;;;
2017-09-27T18:52:51.974750;6;16;1;Sequence Generated;10,17,24;Flock West->Flock North->Flock West;100000;INVALID;INCOMPLETE
2017-09-27T18:52:57.306547;;;;Sequence table clicked! Item is Flock West;;;;;
2017-09-27T18:52:58.403893;;;;Delete button clicked! Item is Flock West;;;;;
2017-09-27T18:52:59.450671;;;;Behavior table clicked! Item is Flock East;;;;;
2017-09-27T18:53:00.515680;;;;Add button clicked! Item is Flock East;;;;;
2017-09-27T18:53:01.116726;6;;1;Submit Clicked;10,17,24;w,n,e;;;
2017-09-27T18:53:01.868189;6;;1;Submit Clicked;10,17,24;w,n,e;;;
2017-09-27T18:53:01.868430;6;;1;Run Clicked;10,17,24;w,n,e;;;
2017-09-27T18:53:01.927060;6;16;2;Sequence Generated;10,17,24;Flock West->Flock North->Flock East;100000;INVALID;INCOMPLETE
2017-09-27T18:53:08.322611;;;;Sequence table clicked! Item is Duration for (row,col) (1,1);;;;;
2017-09-27T18:53:14.150362;6;;2;Submit Clicked;10,14,21;w,n,e;;;
2017-09-27T18:53:14.948573;6;;2;Submit Clicked;10,14,21;w,n,e;;;
2017-09-27T18:53:14.948841;6;;2;Run Clicked;10,14,21;w,n,e;;;
2017-09-27T18:53:14.984357;6;16;3;Sequence Generated;10,14,21;Flock West->Flock North->Flock East;100000;INVALID;INCOMPLETE
2017-09-27T18:53:27.242366;;;;Sequence table clicked! Item is Duration for (row,col) (0,1);;;;;
2017-09-27T18:53:31.091613;;;;Delete button clicked! Item is Flock West;;;;;
2017-09-27T18:53:32.347621;;;;Delete button clicked! Item is Flock North;;;;;
2017-09-27T18:53:32.643618;;;;Delete button clicked! Item is Flock East;;;;;
2017-09-27T18:53:33.522653;;;;Sequence table clicked! Item is Duration for (row,col) (0,1);;;;;
2017-09-27T18:53:35.002626;;;;Behavior table clicked! Item is Flock North;;;;;
2017-09-27T18:53:35.442758;;;;Behavior table clicked! Item is Flock South;;;;;
2017-09-27T18:53:36.051621;;;;Add button clicked! Item is Flock South;;;;;
2017-09-27T18:53:37.418368;;;;Behavior table clicked! Item is Flock North;;;;;
2017-09-27T18:53:38.666622;;;;Behavior table clicked! Item is Flock East;;;;;
2017-09-27T18:53:39.282369;;;;Behavior table clicked! Item is Flock West;;;;;
2017-09-27T18:53:40.251671;;;;Add button clicked! Item is Flock West;;;;;
2017-09-27T18:53:41.122644;;;;Behavior table clicked! Item is Flock North;;;;;
2017-09-27T18:53:42.683719;;;;Add button clicked! Item is Flock North;;;;;
2017-09-27T18:53:43.322421;;;;Behavior table clicked! Item is Flock West;;;;;
2017-09-27T18:53:44.131690;;;;Add button clicked! Item is Flock West;;;;;
2017-09-27T18:53:45.426411;;;;Sequence table clicked! Item is Flock West;;;;;
2017-09-27T18:53:47.051625;;;;Delete button clicked! Item is Flock West;;;;;
2017-09-27T18:53:47.714491;;;;Behavior table clicked! Item is Flock East;;;;;
2017-09-27T18:53:48.411408;;;;Add button clicked! Item is Flock East;;;;;
2017-09-27T18:53:48.986456;;;;Sequence table clicked! Item is Duration for (row,col) (0,1);;;;;
2017-09-27T18:53:54.074653;;;;Sequence table clicked! Item is Duration for (row,col) (1,1);;;;;
2017-09-27T18:53:58.618633;;;;Sequence table clicked! Item is Duration for (row,col) (3,1);;;;;
2017-09-27T18:54:00.150584;6;;3;Submit Clicked;5,13,20,27;s,w,n,e;;;
2017-09-27T18:54:00.876610;6;;3;Submit Clicked;5,13,20,27;s,w,n,e;;;
2017-09-27T18:54:00.876916;6;;3;Run Clicked;5,13,20,27;s,w,n,e;;;
2017-09-27T18:54:00.934640;6;16;4;Sequence Generated;5,13,20,27;Flock South->Flock West->Flock North->Flock East;100000;INVALID;INCOMPLETE
2017-09-27T18:54:08.066426;;;;Sequence table clicked! Item is Duration for (row,col) (0,1);;;;;
2017-09-27T18:54:10.722086;6;;4;Submit Clicked;3,11,18,25;s,w,n,e;;;
2017-09-27T18:54:11.436738;6;;4;Submit Clicked;3,11,18,25;s,w,n,e;;;
2017-09-27T18:54:11.437056;6;;4;Run Clicked;3,11,18,25;s,w,n,e;;;
2017-09-27T18:54:11.496424;6;16;5;Sequence Generated;3,11,18,25;Flock South->Flock West->Flock North->Flock East;100000;INVALID;INCOMPLETE
2017-09-27T18:54:18.322730;;;;Sequence table clicked! Item is Duration for (row,col) (0,1);;;;;
2017-09-27T18:54:22.498414;;;;Sequence table clicked! Item is Duration for (row,col) (1,1);;;;;
2017-09-27T18:54:25.362401;;;;Sequence table clicked! Item is Duration for (row,col) (2,1);;;;;
2017-09-27T18:54:28.325954;6;;5;Submit Clicked;2,9,19,26;s,w,n,e;;;
2017-09-27T18:54:29.076500;6;;5;Submit Clicked;2,9,19,26;s,w,n,e;;;
2017-09-27T18:54:29.076797;6;;5;Run Clicked;2,9,19,26;s,w,n,e;;;
2017-09-27T18:54:29.127380;6;16;6;Sequence Generated;2,9,19,26;Flock South->Flock West->Flock North->Flock East;725.467041;VALID;INCOMPLETE
2017-09-27T18:54:35.514626;;;;Sequence table clicked! Item is Duration for (row,col) (2,1);;;;;
2017-09-27T18:54:37.970441;;;;Behavior table clicked! Item is Rendezvous;;;;;
2017-09-27T18:54:38.475473;;;;Add button clicked! Item is Rendezvous;;;;;
2017-09-27T18:54:39.026750;;;;Sequence table clicked! Item is Duration for (row,col) (4,1);;;;;
2017-09-27T18:54:40.294213;6;;6;Submit Clicked;2,9,18,25,26;s,w,n,e,r;;;
2017-09-27T18:54:41.005000;6;;6;Submit Clicked;2,9,18,25,26;s,w,n,e,r;;;
2017-09-27T18:54:41.005276;6;;6;Run Clicked;2,9,18,25,26;s,w,n,e,r;;;
2017-09-27T18:54:41.064430;6;16;7;Sequence Generated;2,9,18,25,26;Flock South->Flock West->Flock North->Flock East->Rendezvous;722.018555;VALID;COMPLETE
2017-09-27T18:54:49.658700;;;;Sequence table clicked! Item is Duration for (row,col) (1,1);;;;;
2017-09-27T18:54:54.674741;;;;Sequence table clicked! Item is Duration for (row,col) (3,1);;;;;
2017-09-27T18:54:57.066278;6;;7;Submit Clicked;2,7,16,21,22;s,w,n,e,r;;;
2017-09-27T18:54:58.141152;6;;7;Submit Clicked;2,7,16,21,22;s,w,n,e,r;;;
2017-09-27T18:54:58.141643;6;;7;Run Clicked;2,7,16,21,22;s,w,n,e,r;;;
2017-09-27T18:54:58.183934;6;16;8;Sequence Generated;2,7,16,21,22;Flock South->Flock West->Flock North->Flock East->Rendezvous;538.418274;VALID;INCOMPLETE
2017-09-27T18:55:07.650550;;;;Sequence table clicked! Item is Duration for (row,col) (2,1);;;;;
2017-09-27T18:55:11.845187;6;;8;Submit Clicked;2,7,16.5,21.5,22.5;s,w,n,e,r;;;
2017-09-27T18:55:12.461248;6;;8;Submit Clicked;2,7,16.5,21.5,22.5;s,w,n,e,r;;;
2017-09-27T18:55:12.461569;6;;8;Run Clicked;2,7,16.5,21.5,22.5;s,w,n,e,r;;;
2017-09-27T18:55:12.518876;6;16;9;Sequence Generated;2,7,16.5,21.5,22.5;Flock South->Flock West->Flock North->Flock East->Rendezvous;558.186523;VALID;COMPLETE
2017-09-27T18:55:47.706759;;;;Sequence table clicked! Item is Duration for (row,col) (4,1);;;;;
2017-09-27T18:55:49.437145;6;;9;Submit Clicked;2,7,16.5,21.5,21.5;s,w,n,e,r;;;
2017-09-27T18:55:50.381197;6;;9;Submit Clicked;2,7,16.5,21.5,21.5;s,w,n,e,r;;;
2017-09-27T18:55:50.381498;6;;9;Run Clicked;2,7,16.5,21.5,21.5;s,w,n,e,r;;;
2017-09-27T18:55:50.439037;6;16;10;Sequence Generated;2,7,16.5,21.5,21.5;Flock South->Flock West->Flock North->Flock East->Rendezvous;525.209473;VALID;INCOMPLETE
2017-09-27T18:55:59.402575;;;;Sequence table clicked! Item is Duration for (row,col) (2,1);;;;;
2017-09-27T18:56:04.861197;6;;10;Submit Clicked;2,7,16.8,21.8,21.8;s,w,n,e,r;;;
2017-09-27T18:56:06.085283;6;;10;Submit Clicked;2,7,16.8,21.8,21.8;s,w,n,e,r;;;
2017-09-27T18:56:06.085696;6;;10;Run Clicked;2,7,16.8,21.8,21.8;s,w,n,e,r;;;
2017-09-27T18:56:06.119604;6;16;11;Sequence Generated;2,7,16.8,21.8,21.8;Flock South->Flock West->Flock North->Flock East->Rendezvous;533.454163;VALID;INCOMPLETE
2017-09-27T18:56:07.666532;;;;Sequence table clicked! Item is Duration for (row,col) (4,1);;;;;
2017-09-27T18:56:14.764911;6;;11;Submit Clicked;2,7,16.8,21.8,22.6;s,w,n,e,r;;;
2017-09-27T18:56:15.540915;6;;11;Submit Clicked;2,7,16.8,21.8,22.6;s,w,n,e,r;;;
2017-09-27T18:56:15.541193;6;;11;Run Clicked;2,7,16.8,21.8,22.6;s,w,n,e,r;;;
2017-09-27T18:56:15.591394;6;16;12;Sequence Generated;2,7,16.8,21.8,22.6;Flock South->Flock West->Flock North->Flock East->Rendezvous;561.076599;VALID;COMPLETE
2017-09-27T18:56:25.475077;6;;;Next Clicked;;;;;
2017-09-27T18:56:37.882905;;;;Behavior table clicked! Item is Flock North;;;;;
2017-09-27T18:56:41.971657;;;;Add button clicked! Item is Flock North;;;;;
2017-09-27T18:56:45.394645;;;;Behavior table clicked! Item is Flocking;;;;;
2017-09-27T18:56:46.075906;;;;Add button clicked! Item is Flocking;;;;;
2017-09-27T18:56:46.810694;;;;Behavior table clicked! Item is Flock West;;;;;
2017-09-27T18:56:49.683898;;;;Add button clicked! Item is Flock West;;;;;
2017-09-27T18:56:55.522664;;;;Behavior table clicked! Item is Flock South;;;;;
2017-09-27T18:56:58.819752;;;;Add button clicked! Item is Flock South;;;;;
2017-09-27T18:57:00.818664;;;;Sequence table clicked! Item is Duration for (row,col) (0,1);;;;;
2017-09-27T18:57:04.986906;;;;Sequence table clicked! Item is Duration for (row,col) (1,1);;;;;
2017-09-27T18:57:08.107657;;;;Sequence table clicked! Item is Duration for (row,col) (2,1);;;;;
2017-09-27T18:57:10.962837;;;;Sequence table clicked! Item is Duration for (row,col) (3,1);;;;;
2017-09-27T18:57:12.673664;6;;0;Submit Clicked;2,3,16,18;n,i,w,s;;;
2017-09-27T18:57:13.364882;6;;0;Submit Clicked;2,3,16,18;n,i,w,s;;;
2017-09-27T18:57:13.365154;6;;0;Run Clicked;2,3,16,18;n,i,w,s;;;
2017-09-27T18:57:13.388261;6;1763730801;1;Sequence Generated;2,3,16,18;Flock North->Flocking->Flock West->Flock South;100000;INVALID;INCOMPLETE
2017-09-27T18:57:18.202919;;;;Sequence table clicked! Item is Flock West;;;;;
2017-09-27T18:57:19.187954;;;;Delete button clicked! Item is Flock West;;;;;
2017-09-27T18:57:21.051706;;;;Delete button clicked! Item is Flock South;;;;;
2017-09-27T18:57:22.074951;;;;Behavior table clicked! Item is Flock East;;;;;
2017-09-27T18:57:22.867876;;;;Add button clicked! Item is Flock East;;;;;
2017-09-27T18:57:24.748025;;;;Behavior table clicked! Item is Flock South;;;;;
2017-09-27T18:57:25.548815;;;;Add button clicked! Item is Flock South;;;;;
2017-09-27T18:57:26.205250;6;;1;Submit Clicked;2,3,16,18;n,i,e,s;;;
2017-09-27T18:57:26.773049;6;;1;Submit Clicked;2,3,16,18;n,i,e,s;;;
2017-09-27T18:57:26.773370;6;;1;Run Clicked;2,3,16,18;n,i,e,s;;;
2017-09-27T18:57:26.795970;6;1763730801;2;Sequence Generated;2,3,16,18;Flock North->Flocking->Flock East->Flock South;100000;INVALID;INCOMPLETE
2017-09-27T18:57:33.762747;;;;Sequence table clicked! Item is Duration for (row,col) (0,1);;;;;
2017-09-27T18:57:39.315098;6;;2;Submit Clicked;4,5,18,20;n,i,e,s;;;
2017-09-27T18:57:39.956950;6;;2;Submit Clicked;4,5,18,20;n,i,e,s;;;
2017-09-27T18:57:39.957218;6;;2;Run Clicked;4,5,18,20;n,i,e,s;;;
2017-09-27T18:57:40.011631;6;1763730801;3;Sequence Generated;4,5,18,20;Flock North->Flocking->Flock East->Flock South;641.808655;VALID;INCOMPLETE
2017-09-27T18:57:45.378925;;;;Sequence table clicked! Item is Duration for (row,col) (0,1);;;;;
2017-09-27T18:57:48.530925;;;;Sequence table clicked! Item is Duration for (row,col) (2,1);;;;;
2017-09-27T18:57:54.053073;6;;3;Submit Clicked;3,4,18,20;n,i,e,s;;;
2017-09-27T18:57:54.725239;6;;3;Submit Clicked;3,4,18,20;n,i,e,s;;;
2017-09-27T18:57:54.725587;6;;3;Run Clicked;3,4,18,20;n,i,e,s;;;
2017-09-27T18:57:54.764344;6;1763730801;4;Sequence Generated;3,4,18,20;Flock North->Flocking->Flock East->Flock South;650.8703;VALID;INCOMPLETE
2017-09-27T18:58:03.346760;;;;Sequence table clicked! Item is Duration for (row,col) (1,1);;;;;
2017-09-27T18:58:06.862417;6;;4;Submit Clicked;3,5,19,21;n,i,e,s;;;
2017-09-27T18:58:08.069234;6;;4;Submit Clicked;3,5,19,21;n,i,e,s;;;
2017-09-27T18:58:08.069711;6;;4;Run Clicked;3,5,19,21;n,i,e,s;;;
2017-09-27T18:58:08.108431;6;1763730801;5;Sequence Generated;3,5,19,21;Flock North->Flocking->Flock East->Flock South;664.830505;VALID;INCOMPLETE
2017-09-27T18:58:13.986821;;;;Sequence table clicked! Item is Duration for (row,col) (2,1);;;;;
2017-09-27T18:58:18.746947;;;;Sequence table clicked! Item is Duration for (row,col) (3,1);;;;;
2017-09-27T18:58:20.069081;6;;5;Submit Clicked;3,5,18,21;n,i,e,s;;;
2017-09-27T18:58:20.869097;6;;5;Submit Clicked;3,5,18,21;n,i,e,s;;;
2017-09-27T18:58:20.869522;6;;5;Run Clicked;3,5,18,21;n,i,e,s;;;
2017-09-27T18:58:20.907631;6;1763730801;6;Sequence Generated;3,5,18,21;Flock North->Flocking->Flock East->Flock South;657.319458;VALID;INCOMPLETE
2017-09-27T18:58:31.986776;;;;Behavior table clicked! Item is Rendezvous;;;;;
2017-09-27T18:58:33.101388;;;;Add button clicked! Item is Rendezvous;;;;;
2017-09-27T18:58:33.740560;;;;Sequence table clicked! Item is Duration for (row,col) (4,1);;;;;
2017-09-27T18:58:37.142501;6;;6;Submit Clicked;3,5,18,21,21.5;n,i,e,s,r;;;
2017-09-27T18:58:38.189964;6;;6;Submit Clicked;3,5,18,21,21.5;n,i,e,s,r;;;
2017-09-27T18:58:38.190242;6;;6;Run Clicked;3,5,18,21,21.5;n,i,e,s,r;;;
2017-09-27T18:58:38.220779;6;1763730801;7;Sequence Generated;3,5,18,21,21.5;Flock North->Flocking->Flock East->Flock South->Rendezvous;677.215149;VALID;INCOMPLETE
2017-09-27T18:58:45.139032;;;;Sequence table clicked! Item is Duration for (row,col) (2,1);;;;;
2017-09-27T18:58:47.293381;6;;7;Submit Clicked;3,5,19,22,22.5;n,i,e,s,r;;;
2017-09-27T18:58:48.053466;6;;7;Submit Clicked;3,5,19,22,22.5;n,i,e,s,r;;;
2017-09-27T18:58:48.053837;6;;7;Run Clicked;3,5,19,22,22.5;n,i,e,s,r;;;
2017-09-27T18:58:48.107754;6;1763730801;8;Sequence Generated;3,5,19,22,22.5;Flock North->Flocking->Flock East->Flock South->Rendezvous;718.086548;VALID;INCOMPLETE
2017-09-27T18:58:54.179000;;;;Sequence table clicked! Item is Duration for (row,col) (2,1);;;;;
2017-09-27T18:58:59.171076;;;;Sequence table clicked! Item is Duration for (row,col) (3,1);;;;;
2017-09-27T18:59:02.109137;6;;8;Submit Clicked;3,5,18.5,22,22.5;n,i,e,s,r;;;
2017-09-27T18:59:03.197508;6;;8;Submit Clicked;3,5,18.5,22,22.5;n,i,e,s,r;;;
2017-09-27T18:59:03.197857;6;;8;Run Clicked;3,5,18.5,22,22.5;n,i,e,s,r;;;
2017-09-27T18:59:03.244540;6;1763730801;9;Sequence Generated;3,5,18.5,22,22.5;Flock North->Flocking->Flock East->Flock South->Rendezvous;718.581055;VALID;COMPLETE
