TIME;ID;MAP NUMBER;ITERATION;DESCRIPTION;TIME ARRAY;SEQUENCE ARRAY;COST;VALID;COMPLETE
2017-09-27T15:14:43.174468;;;;Sequence table clicked! Item is Duration for (row,col) (5,1);;;;;
2017-09-27T15:14:43.670253;;;;Sequence table clicked! Item is Duration for (row,col) (6,1);;;;;
2017-09-27T15:14:44.722234;5;;0;Submit Clicked;5,10,15,20,25,30,35,40;;;;
2017-09-27T15:14:45.880992;5;;0;Submit Clicked;5,10,15,20,25,30,35,40;;;;
2017-09-27T15:14:45.881274;5;;0;Run Clicked;5,10,15,20,25,30,35,40;;;;
2017-09-27T15:14:51.182733;5;;0;Submit Clicked;5,10,15,20,25,30,35,40;;;;
2017-09-27T15:14:51.182908;5;;0;Run Clicked;5,10,15,20,25,30,35,40;;;;
2017-09-27T15:14:52.806603;5;;0;Submit Clicked;5,10,15,20,25,30,35,40;;;;
2017-09-27T15:14:53.338741;5;16;1;Sequence Generated;5,10,15,20,25,30,35,40;Flock North->Rendezvous->Flock East->Flock North->Flock East->Flock East->Flock South->Flock South;1205.976562;VALID;INCOMPLETE
2017-09-27T15:14:56.542655;5;;1;Submit Clicked;5,10,15,20,25,30,35,40;n,r,e,n,e,e,s,s;;;
2017-09-27T15:14:56.542735;5;;1;Run Clicked;5,10,15,20,25,30,35,40;n,r,e,n,e,e,s,s;;;
2017-09-27T15:15:00.667506;5;16;2;Sequence Generated;5,10,15,20,25,30,35,40;Flock North->Rendezvous->Flock East->Flock North->Flock East->Flock East->Flock South->Flock South;1205.976562;VALID;INCOMPLETE
2017-09-27T15:15:00.699727;5;16;3;Sequence Generated;5,10,15,20,25,30,35,40;Flock North->Rendezvous->Flock East->Flock North->Flock East->Flock East->Flock South->Flock South;1205.976562;VALID;INCOMPLETE
2017-09-27T15:15:12.085780;;;;Sequence table clicked! Item is Duration for (row,col) (8,1);;;;;
2017-09-27T15:15:20.941596;;;;Sequence table clicked! Item is Rendezvous;;;;;
2017-09-27T15:15:23.317386;;;;Behavior table clicked! Item is Flock North;;;;;
2017-09-27T15:15:24.110556;;;;Add button clicked! Item is Flock North;;;;;
2017-09-27T15:15:25.165491;;;;Sequence table clicked! Item is Flock North;;;;;
2017-09-27T15:15:26.430236;;;;Delete button clicked! Item is Flock North;;;;;
2017-09-27T15:15:31.317177;;;;Sequence table clicked! Item is Duration for (row,col) (0,1);;;;;
2017-09-27T15:15:39.867435;5;;3;Submit Clicked;10,15,20,25,30,35,40,45;n,r,e,n,e,e,s,s;;;
2017-09-27T15:15:40.719987;5;;3;Submit Clicked;10,15,20,25,30,35,40,45;n,r,e,n,e,e,s,s;;;
2017-09-27T15:15:40.720297;5;;3;Run Clicked;10,15,20,25,30,35,40,45;n,r,e,n,e,e,s,s;;;
2017-09-27T15:15:40.799700;5;16;4;Sequence Generated;10,15,20,25,30,35,40,45;Flock North->Rendezvous->Flock East->Flock North->Flock East->Flock East->Flock South->Flock South;100000;INVALID;INCOMPLETE
2017-09-27T15:15:48.445121;;;;Sequence table clicked! Item is Duration for (row,col) (3,1);;;;;
2017-09-27T15:15:53.197136;;;;Behavior table clicked! Item is Flock East;;;;;
2017-09-27T15:15:53.764888;;;;Sequence table clicked! Item is Duration for (row,col) (2,1);;;;;
2017-09-27T15:15:57.156714;;;;Sequence table clicked! Item is Duration for (row,col) (3,1);;;;;
2017-09-27T15:16:05.864282;5;;4;Submit Clicked;10,15,20,22,27,32,37,42;n,r,e,n,e,e,s,s;;;
2017-09-27T15:16:06.872868;5;;4;Submit Clicked;10,15,20,22,27,32,37,42;n,r,e,n,e,e,s,s;;;
2017-09-27T15:16:06.873308;5;;4;Run Clicked;10,15,20,22,27,32,37,42;n,r,e,n,e,e,s,s;;;
2017-09-27T15:16:06.945454;5;16;5;Sequence Generated;10,15,20,22,27,32,37,42;Flock North->Rendezvous->Flock East->Flock North->Flock East->Flock East->Flock South->Flock South;1327.220093;VALID;INCOMPLETE
2017-09-27T15:16:17.996435;;;;Sequence table clicked! Item is Duration for (row,col) (6,1);;;;;
2017-09-27T15:16:22.796161;;;;Sequence table clicked! Item is Flock South;;;;;
2017-09-27T15:16:25.533392;;;;Delete button clicked! Item is Flock South;;;;;
2017-09-27T15:16:26.508250;;;;Behavior table clicked! Item is Rendezvous;;;;;
2017-09-27T15:16:28.773184;;;;Add button clicked! Item is Rendezvous;;;;;
2017-09-27T15:16:29.473011;5;;5;Submit Clicked;10,15,20,22,27,32,47,52;n,r,e,n,e,e,s,r;;;
2017-09-27T15:16:30.958988;5;;5;Submit Clicked;10,15,20,22,27,32,47,52;n,r,e,n,e,e,s,r;;;
2017-09-27T15:16:30.959309;5;;5;Run Clicked;10,15,20,22,27,32,47,52;n,r,e,n,e,e,s,r;;;
2017-09-27T15:16:31.039843;5;16;6;Sequence Generated;10,15,20,22,27,32,47,52;Flock North->Rendezvous->Flock East->Flock North->Flock East->Flock East->Flock South->Rendezvous;1636.574707;VALID;INCOMPLETE
2017-09-27T15:16:42.683873;;;;Sequence table clicked! Item is Duration for (row,col) (5,1);;;;;
2017-09-27T15:16:46.555906;;;;Sequence table clicked! Item is Duration for (row,col) (4,1);;;;;
2017-09-27T15:16:49.026948;5;;6;Submit Clicked;10,15,20,22,22,34,49,54;n,r,e,n,e,e,s,r;;;
2017-09-27T15:16:50.815190;5;;6;Submit Clicked;10,15,20,22,22,34,49,54;n,r,e,n,e,e,s,r;;;
2017-09-27T15:16:50.815625;5;;6;Run Clicked;10,15,20,22,22,34,49,54;n,r,e,n,e,e,s,r;;;
2017-09-27T15:16:50.878530;5;16;7;Sequence Generated;10,15,20,22,22,34,49,54;Flock North->Rendezvous->Flock East->Flock North->Flock East->Flock East->Flock South->Rendezvous;1718.852783;VALID;COMPLETE
2017-09-27T15:16:59.699907;;;;Sequence table clicked! Item is Duration for (row,col) (4,1);;;;;
2017-09-27T15:17:01.379662;;;;Sequence table clicked! Item is Duration for (row,col) (5,1);;;;;
2017-09-27T15:17:05.851623;;;;Sequence table clicked! Item is Duration for (row,col) (4,1);;;;;
2017-09-27T15:17:06.919443;5;;7;Submit Clicked;10,15,20,22,28,34,49,54;n,r,e,n,e,e,s,r;;;
2017-09-27T15:17:08.095013;5;;7;Submit Clicked;10,15,20,22,28,34,49,54;n,r,e,n,e,e,s,r;;;
